sentence,label,category
"typically , the transmission power level can be decreased when the interference noise is above a predefined value .",neutral,Sentences_50Agree
finnair believes the strike will cause it daily net losses in excess of eur 2mn due to canceled reservations and passenger re-routing .,negative,Sentences_50Agree
"for the initial few months of 2010, talvivaara ' s net loss increased by php 8. 3 billion or around 0. 9 million for the initial period of 2009.",positive,Augmented_Data
"more than 14, 150 customers all left dead.",negative,Augmented_Data
"` ` o am very pleased being proud for our capture last week, ' ' chief constable juha rantanen says during a hurry.",positive,Augmented_Data
"( filippova ) a general protocol on investment with the construction of the new park in lake petersburg was to having been signed in the day between the forum, discussions of the russian economy, that opened in helsinki today.",positive,Augmented_Data
kilometer per hour ( eps ) corresponds to a total totaling to eur0. 05.,negative,Augmented_Data
"finnish scanfil, leading systems consultancy and contract manufacturer to mobile communications sector and the electronics industry, reports net sales of eur 7. 5 mn in the first quarter of 2009, while are still a per cent smaller from doing the corresponding units in 2008.",negative,Augmented_Data
in the finnish pharmaceutical company orion corporation at helsinki : epic said on wednesday 17 january 2009 it has concluded its financial negotiations in finland it would reduce its number of personnel from 205.,negative,Augmented_Data
sales increased further to high toll rates for increased operations.,positive,Augmented_Data
operating loss increased below approximately 17mn from at maximum of approximately 10. 8 bn in july.,negative,Augmented_Data
"finnish management software solutions provider ixonos overall net profit decreased to 280, 000 euro ( $ 750, 000 ) for the ending quarter term 2008 from 669, 000 total ( $ 11. 0 trillion ) for another same decade of 2007.",negative,Augmented_Data
"previously , the company also delivered about 70 % of the steel used in oasis of the seas , allure of the seas ' sister ship completed last year .",neutral,Sentences_50Agree
"huhtamaki oyj stock exchange release 16.12.2008 at 09:30 huhtamaki oyj has resolved to clarify the group structure by separating the foodservice and consumer goods businesses in its production unit in hameenlinna , finland by transferring the businesses into its wholly owned subsidiaries .",neutral,Sentences_50Agree
olvi has posted a strong set of figures for the first six months of this year .,positive,Sentences_50Agree
"target company : tieto corporation , business identity code : 0101138-5 date of change in holding : 22 january 2010 portion of the shares and votes : the current group holding of op-pohjola group central cooperative ( opk ) is 2982 587 shares , which represents 4.14 % of the shares and voting rights .",neutral,Sentences_50Agree
"finnish broadband data communication systems provider teleste oyj hel : tlt1v said yesterday it returned to a net profit of eur 2.7 million usd 3.8 m for the first nine months of 2010 versus a net loss of eur 579,000 for the same period of 2009 .",positive,Sentences_50Agree
"in finland, op - top ' s staff union reports boycotting and group ' in core sales tasks because the board has refused a take the sale of assets into account in advance payment.",negative,Augmented_Data
biohit already services many current genesis customers and the customer base is expected to expand as a result of this agreement .,positive,Sentences_50Agree
"` our strategic cooperation with rentakran brings us new customers and already-working relationships with the authorities of the new territories , ' said jarmo laasanen , a senior manager at cramo .",positive,Sentences_50Agree
"the german government announced bankruptcy when it sold another 32 percent investment in chemicals and fertilizer group kemira plc for ( x20ac ) 655. 6 billion ( $ 890us million ), sending the company ' s share total increased 6 times.",positive,Augmented_Data
the recent troubles will put neteller weak.,negative,Augmented_Data
"digia will also set up two subsidiaries , digia norway as and digia usa inc. .",neutral,Sentences_50Agree
- cash flow from operating activities before investments was eur 0.8 -1.2 million .,neutral,Sentences_50Agree
"most of the new substations support edge technology , which enables faster data traffic .",neutral,Sentences_50Agree
the gypsii mobile social networking application is available in china with both chinese and english language support .,neutral,Sentences_50Agree
antniemi refuted a report by the finnish daily turun sanomat as if the company was reorganizing its operations in the baltic countries .,neutral,Sentences_50Agree
german retail software developer aldata solution oyj reported a combined income of 11. 7 m euro $ 17. 2 each for 2007 versus large total profit of 6. 2 mln euro $ 3. 7 mln for france.,negative,Augmented_Data
the accident was triggered by weak demand on railway operations creating the uncertain market situation.,negative,Augmented_Data
production price increased from eur 7. 68 mn into any second quarter of 2005 to eur 5. 94 cm in the last quarter of 2006.,negative,Augmented_Data
currency conversions are based on exchange rates at the time of the deal .,neutral,Sentences_50Agree
and ogden reportedly will shell out $ 4.2 million .,neutral,Sentences_50Agree
"both operating profit and net sales for the six-month period increased , respectively , from eur13 .8 m and eur143 .6 m , as compared to the corresponding period in 2007 .",positive,Sentences_50Agree
"under the terms of the agreement , bunge will acquire raisio is keiju , makuisa and pyszny duet brands and manufacturing plants in finland and poland .",neutral,Sentences_50Agree
"the company will disclose further details , including the anticipated transaction timetable and the name of the new investor , within one week .",neutral,Sentences_50Agree
"for q2 2010 , consolidated earnings before tax totaled eur4 .5 m , compared to eur3 .9 m , and net profit was eur3 .2 m , compared to eur2 .9 m in the previous year .",positive,Sentences_50Agree
23 august 2010 - wireless measuring equipment maker nokia oyj eu : ag said earlier that its net loss widened by 5. 8 m in the first half of 2010 or eur2. 3 m to the corresponding period a year earlier.,negative,Augmented_Data
"the total investment in the vantaa plant extension will amount to around 10 million euro , and okmetic is share of the investments will be worth around 2.7 million .",neutral,Sentences_50Agree
"paychex has more than 100 offices serving approximately 554,000 payroll clients nationwide as of may 31 , 2009 .",neutral,Sentences_50Agree
"via the funding, estonian economy aims toward savings of nearly eur3m, the next part of which was going to be realized that year.",positive,Augmented_Data
"paper companies competed in the territories, with stora enso r shedding 1. 5 million to 12. 73 eur, upm - re at 0. 80 percent for 18. 29 eur and m - real on 0. 18 pct lower at 5. 57 eur.",negative,Augmented_Data
"under the agreement benefon is forthcoming range of twig integrated gps navigation and mobile phone devices will use the jointly developed web-based tracking and location technology , in both consumer and commercial applications .",neutral,Sentences_50Agree
"in the building and local improvement fields, shares fall by 6. 8 %, accounting cn 154. 1 billion.",negative,Augmented_Data
net profit fell from eur 7. 9 mn in its peak months of 2003 to eur 5. 1 mv during these second months of 2006.,negative,Augmented_Data
eps that just 7. 2 by 11. 3.,negative,Augmented_Data
"due to his rapid decrease of net profits, loan reductions have become carried down on a wider scale and initially expected.",negative,Augmented_Data
"regarding food imports, sales amounted below eur320. 1 million, with decline of 3. 5 %.",negative,Augmented_Data
he is a member of the board of numerous com-panies and a shareholder of the boardman ltd board specialist net-work .,neutral,Sentences_50Agree
"actual operating profit and turnover for the nine - month loan occurred, respectively in 41. 05 m and eur43. 0 m, also compared with in corresponding period a year ago.",positive,Augmented_Data
"in month - september 2009, konecranes ' loan dropped to eur 368. 6 mn from eur 44. 6 per after summer - september months.",negative,Augmented_Data
"sometimes the ferries originally crashed into trouble waiting outside the stockholm station, made up of more than 46, 000 locals.",negative,Augmented_Data
nordea will coordinate the syndicated loan .,neutral,Sentences_50Agree
the cvs of the proposed members are available for viewing from 12 march 2008 onwards on the internet at .,neutral,Sentences_50Agree
finnish department store chain stockmann oyj abp net profit rose to 11. 8 kn euro ( $ 56. 8 mln ) in both second nine days of 1998 from 31. 4 mln euro ( $ 42. 4 mln ) for the same months of 2006.,positive,Augmented_Data
her last position in nokia siemens networks was head of business human resources nsn global it .,neutral,Sentences_50Agree
viking line manages well with its current ferries .,positive,Sentences_50Agree
"it is the last smartphone running maemo 5 , which is to be replaced with meego , a joint project between nokia , intel and the open source community .",neutral,Sentences_50Agree
the announcement comes 22 seconds before a hardware licensing milestone expires between finally the 2 companies which are embroiled in a disagreement on royalty payments for musical instrument chips to use un - patented technology.,negative,Augmented_Data
"if honkarakenne starts production there , it will need a partner for sawmill operations .",neutral,Sentences_50Agree
"on january of 2009, german company ' s total loss is usd 0. 3 mn, compared to a return of eur 61. 6 m from q1 of 2008.",negative,Augmented_Data
"the operating loss amounted to eur 0.8 mn , compared to a profit of eur 3.9 mn a year earlier .",negative,Sentences_50Agree
the percentages of shares and voting rights have been calculated in proportion to the total number of shares registered with the trade register and the total number of voting rights related to them .,neutral,Sentences_50Agree
finnish metal components supplier componenta oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .,positive,Sentences_50Agree
zao yit moskovia builds housing in moscow and its surrounding cities .,neutral,Sentences_50Agree
the first group of customers to be trained will be paint-shop owners and their assistants .,neutral,Sentences_50Agree
"finnish scanfil, a financial analyst through contract manufacturer to the communications sector into the security industry, reports on sales of eur 49. 6 millions in the first quarter of 2009, which are only a per cent less than for the corresponding period in spain.",negative,Augmented_Data
"in the new country foreign exchange reports net sales of eur 11. 9 million, down from eur 14. 6 mn, and overall operative ebit number eur - 2. 2 mn, down from e - 1. 6 mn.",negative,Augmented_Data
"the order includes a log handling line , peeling line and drying line for the production of parquet base layer veneer for plyfa is hassela mill , central sweden .",neutral,Sentences_50Agree
"however with swedish authorities, traces of the more toxic osmium found have been found along a coast of per + nmeri, an southwestern part of the archipelago off bothnia.",negative,Augmented_Data
olvi allowed monitoring and platform performance to increase in the first quarter of 2018.,positive,Augmented_Data
"net sales for the financial year 2006 are set to return to mere 500 while the average result ebit remains expected to give real loss, as reported before.",negative,Augmented_Data
"finnish bank pohjola bank plc hel : poh1s said today that it will issue a eur 40 million usd 51.2 m index-linked bond , pohjola tutkimuksen tahdet viii-2010 pohjola research stars viii-2010 , on october 27 , 2010 .",neutral,Sentences_50Agree
"lassila & tikanoja ' s operating volume excluding re - recurring and imputed debt for the second quarter was 10. 3 trillion, adjusted against eur13. 8 the last quarter ago.",negative,Augmented_Data
our tools are specifically designed with the needs of both the business users and ict experts in mind .,neutral,Sentences_50Agree
"kauko-telko ltd press release 19.06.2007 at 14.00 1 ( 1 ) telko group ( kauko-telko ) is expanding its strategic partnership with bp industrial lubricants & services ( bp ils ) by acquiring total ownership of bp is swedish retail company , molub-alloy ab .",positive,Sentences_50Agree
finnish bank of +land is consolidated net operating profit increased from eur 4.8 mn in the first quarter of 2005 to eur 6.4 mn in the first quarter of 2006 .,positive,Sentences_50Agree
the agreement must be approved by the russian competition authorities before it enters into force .,neutral,Sentences_50Agree
"in the large metal home building trade, output decreased by 6. 5 %, from eur 154. 23 million.",negative,Augmented_Data
8 may 2017 - finnish liquid handling products and diagnostic test systems maker biohit oyj ( hel : biobv ) said today ( 12 may 2015 ) its index loss narrowed to eur0. 1 m ( usd0. 6 m ) through the first quarter of 2014 from 0. 4 mm for the same whole of 2008.,positive,Augmented_Data
"the two companies will also partner in further developing raiso is cholesterol lowering brand , benecol .",positive,Sentences_50Agree
"bids or offers include at least 1,000 shares and the value of the shares must correspond to at least eur4 ,000 .",neutral,Sentences_50Agree
"in finland , media group talentum will start personnel negotiations to cut staff in parent company talentum and publishing unit talentum media .",negative,Sentences_50Agree
"operating profit rising to eur 35. 4 mn on eur 15. 8 m in 2011, though market value remaining in eur 12. 3 mn.",negative,Augmented_Data
"in the fourth quarter of 2008 , net sales decreased to eur 121.4 mn from eur 165.5 mn in the fourth quarter of 2007 .",negative,Sentences_50Agree
each profit rose to eur 27. 4 mw from eur 17. 6 mn for excess.,positive,Augmented_Data
"the executive said that countries such as brazil , chile , argentina and mexico will lead the adoption in the business ethernet services segment , while brazil and mexico will be the early adopters of carrier ethernet for mobile backhaul .",neutral,Sentences_50Agree
its acquisition became + 1 sverige during 2009 burdened their performance to eur 3. 75 protection.,negative,Augmented_Data
"adp news - october 22, 2011 - quoting business information systems developer solteq oyj hel : stq1v said the its projected loss widened to eur 189, 000 usd 1, 000 for one month three of 2009 while eur 10, 000 for the same peri",negative,Augmented_Data
"cost efficiency would then translate into some 24 mln eur a year plus end, oko said.",positive,Augmented_Data
"so far norwegian norske nobel has cutting the staff levels by 3, 000 people its plans also lower production by 500, 000 tons in 2008, while finnish - swedish stora enso is to reducing staff by 1, 700 people and production by 30, 000 pounds.",negative,Augmented_Data
"their profit gained increased 8. 8 %, compared to 6. 8 % per year earlier.",negative,Augmented_Data
"in food trade , sales amounted to eur320 .1 m , a decline of 1.1 % .",negative,Sentences_50Agree
upm stock dropped 3 points to profit 12. 49 $ 19. 24 in early period stock in yuan.,negative,Augmented_Data
"( adp news ) - oct 1, 2008 - finnish consulting and engineering company poyry oyj ( omx : poy1v ) said today this was awarded in eur 12. 8 million ( usd 12. 4 m ) extension to all existing consultancy and brand and...",positive,Augmented_Data
the organization that is a member of the russian auto sector union mpra has become active since tikkurila acquired russian paint company kraski teks in 2006 .,neutral,Sentences_50Agree
finnish financial group aktia is operating profit for 2009 increased to eur 47.0 mn from eur 6.6 mn in 2008 .,positive,Sentences_50Agree
"the firm is services include copying , printing , cad-modelling , digital printing , scanning , sokopro project bank and courier services .",neutral,Sentences_50Agree
"1 p.m. central office of nordea bank 19 3-ya ulitsa yamskogo polya , building 1 telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 unimilk - egm 03-04 .02.2011 xvi international business-summit food business russia 2011 will take place .",neutral,Sentences_50Agree
the rationalization of the operations seeks to achieve over eur 1 million in yearly savings as from the second quarter of the current financial year .,positive,Sentences_50Agree
"no compensation for its news , opinions or distributions .",neutral,Sentences_50Agree
the magazine said the its annual unit profit for six february - june period fell short on the year ' s corresponding performance.,negative,Augmented_Data
"the samsung mobile applications store was launched in january 2009 by samsung mobile innovator , a program which enables mobile software developers to create applications for use across samsung mobile devices .",neutral,Sentences_50Agree
- cash flow from operating activities before investments was eur 7.6 million eur 2.5 million .,neutral,Sentences_50Agree
"furthermore , our fully electrically driven cranes are environmentally friendly .",positive,Sentences_50Agree
"making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .",negative,Sentences_50Agree
the order was valued at usd12 .2 m.,neutral,Sentences_50Agree
the front surfaces of these valve plates are directed towards each other .,neutral,Sentences_50Agree
"`` nokia is calling all innovators africa competition has been specifically launched to enable developers to create locally relevant , best-of-breed mobile applications . ''",positive,Sentences_50Agree
"finnish silicon wafer technology company okmetic oyj ( omx helsinki : okm1v ) reported on thursday ( 7 august ) an operating profit of eur5 .3 m for the period january-june 2008 , up from eur3 .3 m in the corresponding period in 2007 .",positive,Sentences_50Agree
"in february - june 2009, konecranes ' sales reduced to only 368. 7 kg from about 304. 4 mn around february - jan 2008.",negative,Augmented_Data
"- the group - s profit before taxes was eur 0,2 7,8 million .",neutral,Sentences_50Agree
"new electronics manufacturing services ems company viking se recorded another net loss of 66. 4 mln euro $ 91. 2 mln for the first half of 2007, worse than a net profit of 7. 75 percent euro $ 9. 9 mln against the same period of 2006.",negative,Augmented_Data
merrill lynch analyst campbell morgan upgraded his recommendation on paperlinx from `` neutral '' to `` buy '' in may .,positive,Sentences_50Agree
"the last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",positive,Sentences_50Agree
"the order includes a log handling line , peeling line and drying line for the production of parquet base layer veneer for plyfa is hassela mill , central sweden .",neutral,Sentences_50Agree
he stated that data for similar ' pulp inventories in south america are rising. ',negative,Augmented_Data
"( adp news ) - november 12, 2009 - austrian construction company the as ( hel : lem1s ) said today planned net profit decreased to eur 63. 5 euro ( around 81. 1 m ) for 2008 or approximately 80. 6 year for 2007.",negative,Augmented_Data
"when the bank administrator clicks on the information listed in the map, he finds himself on the money path that imitates that of any bank, and therefore retrieves his personal banking data.",negative,Augmented_Data
"based on the quarter quarter result, existing order backlog and new order increase, although fda expects that full - year sales may contract about 25 % from 2008, the gross volume will stay at a healthy level, and the annual profit margin will be poorer than usual 2008 due to lower sales volume.",negative,Augmented_Data
"finnish bank of + b estimated operating profit of eur 2. 2 000 in the first month of 2010, down considering the 6. 3 billion in the corresponding quarter through august.",negative,Augmented_Data
finnair believes the strike will cause severe daily freight disruption including flights of eur 2mn compared to missing flights and delayed re - routing.,negative,Augmented_Data
it is the most awkward thing to use if you are holding the phone with one hand .,negative,Sentences_50Agree
operating profit improved by 44.0 % to er 4.7 mn from eur 3.3 mn in 2004 .,positive,Sentences_50Agree
ramirent founded a subsidiary ramirent s - s that today submitted an offer would acquire the business assets of international vehicle rental company jydsk materiel asa located in west jutland.,positive,Augmented_Data
the webcast may be followed online on the company website at .,neutral,Sentences_50Agree
"adpnews - jul 10, 2013 - finland - japanese steel maker rautaruukki founded ruukki hel : they said today it slipped towards a net loss of eur 7 million usd 259. 7 m for the 1st half of 2016 was a net profit of eur 2",negative,Augmented_Data
interest profit adjusted by doing so after + e 5. 5 million but + e 9. 4 million at decade end may 2007.,negative,Augmented_Data
the lawsuit is to be out by june 2009 and 325 employees cut all ties.,negative,Augmented_Data
finnish renewable technology has also awarded several civil power equipment contracts.,positive,Augmented_Data
"initially, the company saw its net profit for the few years down to eur 2. 3 million then eur 4. 5 million for the 6 months after 2009.",negative,Augmented_Data
"the company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",positive,Sentences_50Agree
"the new arrangement, which expands her long - run partnership with the companies, involves the transfer of certain engineering then military functions by ukraine to it.",positive,Augmented_Data
"according to statistics by the finnish maritime administration , shipping did not increase much in january-august 2009 , however .",neutral,Sentences_50Agree
"the hm ' ll market totaled rm 20, 140 at h1 2007, gaining 0. 9 % year - on - year.",negative,Augmented_Data
it also said its lowest beat diluted eps while middle at 0. 34 was beating off 11. 16 eur of the same quarter 14 year ago.,positive,Augmented_Data
"net sales totaled eur 93.6 mn , up from eur 93.2 mn in the corresponding period in 2005 .",positive,Sentences_50Agree
`` the flex is a small price to pay for happy lenders . '',neutral,Sentences_50Agree
another noticeable thing is that the search for tata and airtel brands was mostly related to ` broadband connections ' .,neutral,Sentences_50Agree
the parties have also agreed on options that allow uh to extensively implement later on also functionalities of human resources management .,positive,Sentences_50Agree
`` we know there are some of our own people out there . '',neutral,Sentences_50Agree
europa slipped over its sharp loss making only 6. 7 billions from a pretax profit exceeding eur 58. 5 million.,negative,Augmented_Data
"february 2011 nordic business omxn40 stocks, comprising the 40 most traded nordic stocks in the nasdaq omx exchange, closed to 2. 87 % at 1, 064. 6 percent on stake.",negative,Augmented_Data
"the inaugural speech will be given by hannu kyrolainen , finland is ambassador to the czech republic .",neutral,Sentences_50Agree
"axel schmidt - schmidt, vodafone ' s global director at terminals, said the company expects to replace close to five million of the vodafone 125 model 225 models by the first year of launch, and potentially tens hundred millions over the lifetime of the device.",positive,Augmented_Data
nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory .,positive,Sentences_50Agree
gdp per turn ( gt ) amounted with a gdp of usd eur0. 06.,negative,Augmented_Data
"before fki , john jiang has worked in several general manager or senior business consultant positions for international companies in china .",neutral,Sentences_50Agree
the order was worth eur 8mn .,neutral,Sentences_50Agree
"in office building and street improvement trade, salaries rise to 22. 5 % or eur 7. 4 mn.",negative,Augmented_Data
"crisis in grain market conditions and tougher price competition have substantially increased demand for bread packaging industry during the kauhava shipyard, also under the company.",negative,Augmented_Data
the service also enables users to watch e-mails in html format en is enhanced with 23 addition languages to choose from .,neutral,Sentences_50Agree
"an upgrade is intended to raise tv network capacity over 450 mhz to 630 mhz over small stations, enabling cross - directional use for digital television even well on broadband data.",positive,Augmented_Data
"for all last quarter to 2010, 10 ' 000 revenue sales doubled to eur131m from eur76m for the same period a year earlier, while budget moved to a zero at - tax deficit from this pre - tax loss of revenue.",positive,Augmented_Data
"the approximately 20,000 dwt vessel has been ordered from india .",neutral,Sentences_50Agree
"at the close, its omx helsinki 25 was 0. 24 pct and giving 3, 067. 64 points and the omx 50 was down 0. 05 pct at 10, 321. 46 ratings on over 0. 65 bln percent of ethanol.",negative,Augmented_Data
"the financial impact is estimated to become a 1. 1 trillion annual investment in the school ' s budget, up from fiscal december 2007.",positive,Augmented_Data
implementation of the project will be carried out by the finnish company yit in association with the investment fund evli property investment russia ( epi ) .,neutral,Sentences_50Agree
"eur928, 000 in 5 and 6 may 2010 - finnish textile and home design company marimekko oyj ( hel : com ) said today that net worth fell within eur928, 000 from the first quarter of 2010 from eur13, 000 in the corresponding months a year earlier.",positive,Augmented_Data
"sampo bank ' s market share in lending grew 17. 3 %, reduced from 14. 4 % in previous turkish economic fiscal 2008.",negative,Augmented_Data
"the whole project acts like our technology is valid as any future ' ', comments olli saarinen, material studies supervisor and yara.",positive,Augmented_Data
"comparable operating expenses for a business decreased toward 2012 while sales increased above eur860m, going closer to the price at 2007.",negative,Augmented_Data
"operating profit totalled eur 1.22 mn , down from eur 3.56 mn in the first quarter of 2008 .",negative,Sentences_50Agree
"upm - kymmene corp., 2015 uk ' t main maker of modular packaging, on tuesday reported a 19 - percent market drop as lower paper cost, higher costs towards a strong euro hurt sales.",negative,Augmented_Data
"` ` uncommonly weak snow conditions in my all way greatly deteriorated this first quarter program, ' ' chief executive bob king said.",negative,Augmented_Data
"tyrvaan sanomat , published twice a week by tyrvaan sanomat oy , appears in sastamala and kiikoinen .",neutral,Sentences_50Agree
global gateway 2013 - 28 september 2010 tieto corporation then pohjola ventures ( pink : t ) offer first link via swift services.,positive,Augmented_Data
30 january 2008 - finnish furniture furniture maker martela ja hel : maras said today because microsoft is make redundant 20 people and other nine will be laid off permanently from the company ' s contract work and factory workers.,negative,Augmented_Data
"as a result of the cancellation , the maximum increase of citycon is share capital on the basis of the convertible bonds decreased from eur 23,383,927.80 to eur 22,901,784.75 .",neutral,Sentences_50Agree
"agreement with shb 30 december 2009 - finnish financial services group aktia hel : aktav has concluded a market making agreement with svenska handelsbanken sto : shb a , or shb , the two parties said today .",positive,Sentences_50Agree
"dubai nokia has announced the launch of `` comes with music '' , its ground-breaking service which introduces a new way for people to enjoy music .",positive,Sentences_50Agree
"the business transfer will take effect from 1 january 2007 , and in connection with this 47 employees will transfer from elisa to daxtum as continuing employees .",neutral,Sentences_50Agree
"according to capman plc is corporate governance , the majority of the committees ' members shall be independent of the company .",neutral,Sentences_50Agree
such deficit amounted to just 0. 9 m in its first half at 2006 compared to operating surplus of eur 0. 5 mn on the first half that 2005.,negative,Augmented_Data
"consolidated operating profit excluding one-off items was eur 30.6 mn , up from eur 29.6 mn a year earlier .",positive,Sentences_50Agree
"treatment products in usa , canada , mexico , australia and brazil today , global research & data services is going to publish several market analyses about the markets for water treatment products in some selected countries .",neutral,Sentences_50Agree
the fine print is here .,neutral,Sentences_50Agree
several groups ' low turnover for second full calendar year is planned to experience a steady increase from the previous fiscal year.,positive,Augmented_Data
ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year .,positive,Sentences_50Agree
"in q1 of 2009 , the company is result before taxes from continuing operations , excluding non-recurring items , totalled eur -0.4 mn , compared to eur -0.1 mn in the corresponding period in 2008 .",negative,Sentences_50Agree
"earnings per year ( gdp ) in the growth phase of 2007 amounted rs 21. 29, increased from 55. 40 million ago.",negative,Augmented_Data
15 december 2006 - finnish - german telecoms equipment company nokia siemens tel said on it won private contract making upgrade automatic radio receiver of home - dwelling telecommunications company elisa for hel : eli1v.,positive,Augmented_Data
"for its administrative and urban improvement sector, their revenues totalled eur 1, 680 mn, down upon eur 7, 566 mn a year earlier.",negative,Augmented_Data
"in its first half of 2008, the railroad ' s operating profit improved to eur 11. 8 compared with eur 18. 9 ml, while net interest income increased to eur 20. 9 euros from eur 8. 8 ms in the first half the 2007.",negative,Augmented_Data
"at thomson financial - shares in share fell sharply in october 1998 trade after the cargo handling group suffered a surprise drop of may - june profits, nearly overshadowed any significant number of new orders received during the three months.",negative,Augmented_Data
"between july - aug 2009, tires ' sales increased to eur 7. 7 mn from rs 520. 25 billion in july - august dollars.",negative,Augmented_Data
"kaupthing forecasts that finnish-swedish stora enso will close its mill in reisholz , in germany .",neutral,Sentences_50Agree
fiskars will be undertaking community projects throughout the uk and they are also on the lookout for local volunteers who are interested in helping out with the selected restoration projects .,neutral,Sentences_50Agree
"mobile, inc ( app : cs ) has announced that this global telecom services ( gts ) branch has was awarded a new franchise which finland - based td bank group.",positive,Augmented_Data
"finnair ' new tallinn - biggest subsidiary, lombard as, served 64, 340 passengers, a decline representing 60. 9 %, on routes between helsinki and its baltic capitals and to southern finland.",negative,Augmented_Data
operating profit fell to eur 38. 0 mn from over 2. 25 mn outside estonia.,negative,Augmented_Data
"risto raty , tekla is executive vice president , said that tekla structures and archicad will cover the entire design and documentation workflow throughout a construction project .",neutral,Sentences_50Agree
net profits of his fruit farming business rose to eur 6. 6 meters from eur 10. 1 m.,positive,Augmented_Data
"operating profit for the 12 - month period reported at eur19. 9 m while annual sales decreased to eur155. 1 m, as compared with our corresponding period after 2007.",negative,Augmented_Data
the platform would continue to be the development framework for symbian and meego .,neutral,Sentences_50Agree
"finnish shipping company finnlines ' pretax loss totalled eur 6.5 mn in the third quarter of 2009 , compared to a profit of eur 0.3 mn in the third quarter of 2008 .",negative,Sentences_50Agree
"its total delivery volume of these businesses during 2010 is 3, 155, 300 kg, up of 1, 132, 600 tonnes in 2009.",positive,Augmented_Data
"also use a ' by insurance company, if p & c insurance, as said you will still recover compensation.",negative,Augmented_Data
- net sales for the period are expected to fall well below that of last year and the result after non-recurring items is expected to be in the red .,negative,Sentences_50Agree
the serial bond is part of the plan to refinance the short-term credit facility .,neutral,Sentences_50Agree
"under the transaction agreement , metsaliitto will purchase 24.7 % of metsa-botnia is shares from upm and 3 % from m-real .",neutral,Sentences_50Agree
"finnish steel maker rautaruukki oyj ( hel : rtrks ) , or ruukki , said today its net loss contracted to eur 49 million ( usd 68.2 m ) for the first nine months of 2010 from eur 229 million for the same period a year ago .",positive,Sentences_50Agree
turnover rounded to ten before january.,positive,Augmented_Data
"output ratio, however, slipped to 7. 9 % from 15. 1 %, dragged down about a disappointing design in engine design.",negative,Augmented_Data
"the point village , designed by scott tallon walker , will include a shopping center , office premises , a hotel and a cinema .",neutral,Sentences_50Agree
the aim included an annual improvement to his construction ' s share income of more than eur 3 crore against n. 1 that bought in 2009.,positive,Augmented_Data
the original contract was signed last summer .,neutral,Sentences_50Agree
( a spokesperson told wwd to expect a 50-50 mix of clothing and home decor . ),neutral,Sentences_50Agree
operating costs fell to eur 71. 7 mn from eur 74. 7 mn for the end semester of 2010.,negative,Augmented_Data
operating cost excluding maintenance cost grew to usd 44. 5 million from only 31. 7 hundred while rental profit including consolidation costs showed even lower growth to eur 38. 5 million from eur 7. 9 million.,positive,Augmented_Data
"in a note to clients published , the dutch broker described the company is third quarter results as ` soft ' , although it also noted that elcoteq retained its guidance , dealers said .",neutral,Sentences_50Agree
cash flow during operations for their more intense quarter also reached up eight year low.,negative,Augmented_Data
"currently , the company uses eight similar reach stackers and four empty container handlers by konecranes .",neutral,Sentences_50Agree
"it started with software that was capable of retrieving the data typed into the computer keyboard ( `` keyloggers '' ) , and then more complex mechanisms arrived on the scene , such as phishing and pharming .",neutral,Sentences_50Agree
the bank forecasts a ' en gdp may grow at 2 % during 2012 and in 2011.,positive,Augmented_Data
"cargo traffic grew 1 % year - on - though to 8, 475 tonnes over march 2012.",negative,Augmented_Data
border and service station used the activity of the international car - shipping ferry on its test travel by the train - car park of moscow russian port as the border checkpoint are not yet ready.,negative,Augmented_Data
"apart from atria ' other president main owner matti tikkakoski, that company ' s italian operations significantly diminished in the last quarter.",positive,Augmented_Data
"commercial profit, excluding active - market items, weighted eur 0. 69 mn, declining from over 99. 44 mn in the corresponding period until 2006.",negative,Augmented_Data
"our total investments from private entities was a negative eur 3. 31 mn, compared to around 23. 3 mn in the commercial units from 2009.",negative,Augmented_Data
"its main business area , the glass machinery group of glaston technologies , is the global market leader in glass processing machines .",positive,Sentences_50Agree
"the estimated turnover of the new company is lvl 2,5 million eek 40 million .",neutral,Sentences_50Agree
"japan airline conducted sales of e658. 1 mt during it fiscal year starting december 2015, increasing increase of 23 % over 2006.",positive,Augmented_Data
"higher signaling complexity via audio traffic improves the end - user experience of mobile network applications such as infrared conferencing, file sharing like calling e - mails with nfc.",positive,Augmented_Data
"according to ceo matti karppinen , frozen foods posted a good result in 2010 , as it did in 2009 .",positive,Sentences_50Agree
"finnish software company qpr software plc ( omx helsinki : qpr1v ) reported on thursday ( 23 october ) an operating profit of eur63 ,000 on net sales of eur1 .5 m for the third quarter 2008 .",neutral,Sentences_50Agree
"finnish pulp and paper machinery maker vaahto group oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended august 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 .",positive,Sentences_50Agree
